Current Date: 18-Sep-2022
Instrument Serial Number: EC202906C1
Software Name: InCyte
Version Number: 4.0


  Well ,  Sample ID ,  Date , Syms.Percent Percent for SymPop gated by Syms  (%) , Syms.Count Count for SymPop gated by Syms, Syms.Concentration Concentration for SymPop gated by Syms  (cells/mL) , Per.Mean Mean for SymPop gated by Syms, Per.Median Median for SymPop gated by Syms, Per.PercentCV % CV for SymPop gated by Syms  (%) , Chl.Mean Mean for SymPop gated by Syms, Chl.Median Median for SymPop gated by Syms, Chl.PercentCV % CV for SymPop gated by Syms  (%) , Flavin.Mean Mean for SymPop gated by Syms, Flavin.Median Median for SymPop gated by Syms, Flavin.PercentCV % CV for SymPop gated by Syms  (%) ,
 D02, 163-Rep 001, 09.18.2022, 100, 1373, 19505.7443344687, 5982.13231038989, 5836.09804839015, 63.697307388384, 8809.6401428029, 9123.56951450295, 63.0521387838202, 100.945894897582, 94.0355335690181, 176.558892645327,
 D02, 163-Rep 002, 09.18.2022, 100, 1368, 19418.4047839926, 5635.71733353362, 5361.54565587057, 61.780311821519, 8413.74616992622, 8558.02446570802, 61.3303861757731, 97.1080576932203, 90.6156622993819, 151.812228167293,
 D03, 163-Rep 001, 09.18.2022, 100, 1897, 26947.3591615655, 6224.10610538202, 6458.87060018084, 62.1883549637509, 8892.80482921464, 9578.5944179482, 57.4017434166665, 94.2056097542339, 87.5596736823383, 177.197240056921,
 D03, 163-Rep 002, 09.18.2022, 100, 1770, 25121.7096589557, 6172.57097577427, 6425.96119936766, 59.8642250330469, 8886.16918161946, 9536.5562525594, 53.7175304718768, 93.7832415446133, 89.0707124710081, 164.118219618741,
 D04, 163-Rep 001, 09.18.2022, 100, 3113, 44192.3706224651, 6265.01381320242, 6463.90048046382, 59.7046584066937, 9054.47929949315, 9646.28786569787, 58.4020765010205, 93.7625804746353, 87.0909437415085, 180.225330383084,
 D04, 163-Rep 002, 09.18.2022, 100, 2544, 36080.3002359471, 6304.33223410199, 6583.62723051397, 55.8822786276215, 9067.69568622551, 9632.40747647966, 51.8211259094735, 93.3545518123589, 86.1596500747677, 212.221081577955,
 D05, 164-Rep 001, 09.18.2022, 100, 4463, 129622.329233812, 8199.43448282311, 10195.3324980153, 56.8885127481801, 9557.89888610033, 10417.4339035892, 57.2269098175611, 80.9915829185896, 75.7088787542455, 208.698724927271,
 D05, 164-Rep 002, 09.18.2022, 100, 4440, 129140.824042658, 8178.9739948498, 10192.0084077035, 52.8315652798783, 9492.77764151144, 10378.8910097468, 51.1594522144528, 77.0161653381953, 74.6573182704996, 191.254168441643,
 D06, 164-Rep 001, 09.18.2022, 100, 4496, 139321.969975642, 8297.20994680019, 10244.2780501304, 56.7806896835557, 9825.95733085724, 10604.6185708345, 58.4035533671364, 79.8304833474952, 75.4960869616261, 205.875590900064,
 D06, 164-Rep 002, 09.18.2022, 100, 4473, 146508.950895184, 8199.08439517181, 10164.3051288085, 54.8372536693938, 9738.55991394032, 10605.8761355313, 54.6538515786402, 80.2276769806031, 76.011079218659, 231.639517981646,
 D07, 164-Rep 001, 09.18.2022, 100, 4490, 127803.525950111, 8259.973420836, 10239.195311104, 53.4107901205249, 9836.24737931323, 10577.9537722391, 52.9042272173619, 80.0102323204721, 76.8591077100996, 213.160766723014,
 D07, 164-Rep 002, 09.18.2022, 100, 4475, 131914.854378626, 7896.15438706684, 9857.65691206995, 52.5709256811294, 9460.95230960232, 10421.6896737775, 49.7553091173766, 76.4998737893846, 75.4775836925786, 211.274996128464,
 D08, 164-Rep 001, 09.18.2022, 100, 4466, 118772.436873937, 8205.41385030773, 10138.803136742, 54.4354672973001, 9606.96366470727, 10431.5807527465, 54.1397245512547, 79.0321634359762, 75.4035745597781, 196.24717567439,
 D08, 164-Rep 002, 09.18.2022, 100, 4505, 128860.235273821, 8092.90092858379, 9966.72695875413, 55.2204878732164, 9468.59417855968, 10264.2736113915, 55.2316766190397, 79.2837607647855, 75.2216357836566, 202.863212731748,
 D09, 165-Rep 001, 09.18.2022, 100, 4434, 78947.1150128251, 6997.50100592901, 8143.1260734546, 54.3508046034435, 9365.29152231006, 10323.1005561848, 52.4418232943922, 94.1134522021186, 85.6261816546237, 189.182588016892,
 D09, 165-Rep 002, 09.18.2022, 100, 4453, 86933.2430053383, 6910.73698752451, 7976.89749089568, 52.9695620637439, 9251.04739722463, 10219.8208559039, 49.7021768287423, 91.4628149374267, 84.6794687633092, 189.604575725066,
 D10, 165-Rep 001, 09.18.2022, 100, 4305, 61044.3271022544, 6880.19461210407, 8121.10339532151, 56.3768841331807, 8897.19375978934, 9934.42628881191, 54.9067467085888, 89.0776494600476, 82.3604883518788, 194.610109400357,
 D10, 165-Rep 002, 09.18.2022, 100, 3694, 52372.8422908332, 6909.6353288403, 8080.63389302975, 53.5977388357148, 8900.46329140559, 9981.80145405733, 50.6403995062957, 89.6630228467756, 81.5525436635811, 183.298305696631,
 D11, 165-Rep 001, 09.18.2022, 100, 4385, 64432.9391110293, 6736.77029652027, 7641.28770172414, 57.9075256308559, 9357.20876970012, 10408.3104518181, 56.9303299290392, 99.6487564186248, 89.3390031768661, 188.392570990476,
 D11, 165-Rep 002, 09.18.2022, 100, 3824, 54189.7994937227, 6776.17949900471, 7605.29652961346, 56.9714826712003, 9499.51109691594, 10455.2818954493, 56.3337040696195, 101.185279750619, 89.9094965505073, 186.957074722937,
 D12, 165-Rep 001, 09.18.2022, 100, 4440, 83499.6018263881, 6804.21487941047, 7600.51331412333, 58.1479743236174, 9542.76039653769, 10320.1993748872, 59.4685728647153, 102.566429730445, 90.2178479596448, 210.997777114052,
 D12, 165-Rep 002, 09.18.2022, 100, 4428, 62768.3176819989, 6613.22939697203, 7428.36100575532, 56.3474407703108, 9262.50725448809, 10070.5278456545, 55.983293869995, 98.3425296146189, 87.174198738358, 191.157381159307,
